id,user_name,created_at,text
1495800620502200326,Kellogg Company,2022-02-21 16:40:33+00:00,"b'Everyone deserves a full plate. From now through 3/2, buy $15 or more of participating items at @Giantfoodstores, r\xe2\x80\xa6 https://t.co/UWHtDB19rQ'"
1495745176047915010,Kellogg Company,2022-02-21 13:00:14+00:00,"b'W.K. Kellogg founded the company in Battle Creek, MI, but quickly expanded\xe2\x80\xa6today we offer a wide variety of foods i\xe2\x80\xa6 https://t.co/M8Zx91Gjr7'"
1495745172658917381,Kellogg Company,2022-02-21 13:00:13+00:00,b'Kellogg has built on our history as one of the original plant-based wellbeing companies. (Have you tried our new In\xe2\x80\xa6 https://t.co/2TRlEcTx0c'
1495745169509040129,Kellogg Company,2022-02-21 13:00:12+00:00,"b'Kellogg Company continues to grow and innovate, and today our snack business (including new Cheez-It Puff\xe2\x80\x99d cracker\xe2\x80\xa6 https://t.co/4WSttAFigK'"
1495745165738262531,Kellogg Company,2022-02-21 13:00:11+00:00,b'W.K. Kellogg founded his company 116 years ago.  We are proud of that heritage and honored to carry his legacy forw\xe2\x80\xa6 https://t.co/QBgZEqEPBd'
1494058763275354112,Kellogg Company,2022-02-16 21:19:02+00:00,"b'From lighter, resealable packaging to refillable cereal stations, we\xe2\x80\x99re making meaningful strides toward our\xe2\x80\xa6 https://t.co/jKT2TZ828r'"
1494043410335944708,Kellogg Company,2022-02-16 20:18:01+00:00,"b'Since 2015, we\xe2\x80\x99ve reduced greenhouse gas emissions by the equivalent of removing nearly 3.2 billion cars off the ro\xe2\x80\xa6 https://t.co/k7OoHvc3Cd'"
1493979924725653507,Kellogg Company,2022-02-16 16:05:45+00:00,b'Helping kids and families lead filled and fulfilled lives is why we\xe2\x80\x99re committed to creating #BetterDays for our pe\xe2\x80\xa6 https://t.co/tyWDG36Pu8'
1493694554222075918,Kellogg Company,2022-02-15 21:11:47+00:00,b'What if we could pay farmers for the greenhouse gas emissions they reduce by implementing climate-positive practice\xe2\x80\xa6 https://t.co/7pM4U7vvEJ'
1493694549838991365,Kellogg Company,2022-02-15 21:11:46+00:00,"b'Tackling climate change can\xe2\x80\x99t be done alone!  That\xe2\x80\x99s why we are partnering w/ @RegrowAg, @SyngentaUS + U.S. rice fa\xe2\x80\xa6 https://t.co/FDQtfRpaV2'"
1493653841992208389,Kellogg Company,2022-02-15 18:30:01+00:00,b'Farmers who grow rice used to make Kellogg\xe2\x80\x99s foods such as @specialK + @ricekrispies will soon be eligible for fina\xe2\x80\xa6 https://t.co/tjHzF5t66y'
1493616340447465481,Kellogg Company,2022-02-15 16:01:00+00:00,b'\xe2\x80\x9cKellogg\xe2\x80\x99s is the first food company to say they are willing to support us and give back to support these goals.\xe2\x80\x9d\xe2\x80\xa6 https://t.co/tBTAP0pr1s'
1493597040420478976,Kellogg Company,2022-02-15 14:44:18+00:00,"b'What if a food company paid farmers not just for the crops they produce, but also for the greenhouse gases that the\xe2\x80\xa6 https://t.co/foHZc6CGP6'"
1492591013747122182,Kellogg Company,2022-02-12 20:06:43+00:00,"b'Kellogg is committed to creating #BetterDays, including for military + veteran families!\xc2\xa0\xc2\xa0\n\xc2\xa0\nOur $70K donation to\xe2\x80\xa6 https://t.co/Tr8rXrTNRR'"
1492218452463042562,Kellogg Company,2022-02-11 19:26:17+00:00,"b'Kudos to our partners @unitedway on 25 years of #211day, providing access to essential services for families all ov\xe2\x80\xa6 https://t.co/YGgzCgcvKa'"
1492125321486811137,Kellogg Company,2022-02-11 13:16:13+00:00,b'We\xe2\x80\x99re honored to be listed on @Forbes America\xe2\x80\x99s Best Large Employers list. https://t.co/fbROZrfEiM'
1492115949658546180,Kellogg Company,2022-02-11 12:38:59+00:00,b'Kellogg Chairman and CEO Steve Cahillane discusses the business environment and year-end results on @CNN. $K https://t.co/iyv60zkmx3'
1491882875230294020,Kellogg Company,2022-02-10 21:12:49+00:00,"b'RT @cheddar: ""The strength of the portfolio really shined through"": @KelloggsUS Chairman and CEO Steve Cahillane says that Kellogg\'s is mor\xe2\x80\xa6'"
1491817757951754240,Kellogg Company,2022-02-10 16:54:04+00:00,"b""Steve Cahillane, Kellogg Chairman and CEO, joins 'Squawk on the Street' to discuss the company's year-end earnings\xe2\x80\xa6 https://t.co/AFKI1YrR5d"""
1491803905235189767,Kellogg Company,2022-02-10 15:59:02+00:00,"b'@KelloggCompany\xe2\x80\x99s portfolio is shaped toward growth with a focus on snacks, emerging markets and frozen foods. $K https://t.co/Xt6OfnAI1g'"
1491790252003844099,Kellogg Company,2022-02-10 15:04:46+00:00,"b'The result of all of this was yet another year of balanced financial delivery in 2021, which we expect to sustain,\xe2\x80\xa6 https://t.co/5xihcbNNnt'"
1491790248036032522,Kellogg Company,2022-02-10 15:04:45+00:00,"b'Kellogg Chairman &amp; CEO Steve Cahillane: We enter 2022 in good financial condition. Our cash flow remains strong, an\xe2\x80\xa6 https://t.co/7Mjf56aVoc'"
1491784842412843013,Kellogg Company,2022-02-10 14:43:17+00:00,"b'Kellogg CFO Amit Banati: And cash flow came in at $1.15 billion, in line with our guidance for $1.1-1.2 billion, an\xe2\x80\xa6 https://t.co/sthFoSc9rC'"
1491784625911476228,Kellogg Company,2022-02-10 14:42:25+00:00,"b'Kellogg CFO Amit Banati: Currency-neutral, adjusted-basis earnings per share increased by more than 1%, in line wit\xe2\x80\xa6 https://t.co/9whUnsLIqu'"
1491784468876513291,Kellogg Company,2022-02-10 14:41:48+00:00,"b'Tweet 2ogg CFO Amit Banati on 2021 $K results: Organic net sales growth came in at 3.5%, ahead of our guidance rang\xe2\x80\xa6 https://t.co/IP240Zhbl9'"
1491783895527874561,Kellogg Company,2022-02-10 14:39:31+00:00,b'\xe2\x80\xa6we even accelerated our growth in emerging markets. And we exited the year with a strong balance sheet and cash fl\xe2\x80\xa6 https://t.co/7MKWxdDSV1'
1491783893237833735,Kellogg Company,2022-02-10 14:39:30+00:00,"b'Kellogg Chairman &amp; CEO Steve Cahillane, on 2021 results: We sustained top-line momentum in the vast majority of our\xe2\x80\xa6 https://t.co/2j8W5P3UhR'"
1491763388363513863,Kellogg Company,2022-02-10 13:18:02+00:00,b'Join Kellogg Chairman &amp; CEO Steve Cahillane and Kellogg CFO Amit Banati at 9:30 a.m. ET for a webcast of our Q4 &amp; f\xe2\x80\xa6 https://t.co/uJVALAl5lg'
1491416753037279234,Kellogg Company,2022-02-09 14:20:37+00:00,b'Is it worth getting your hand stuck?  Of course it is. https://t.co/EDw1IMG5Zp'
1491151362389905409,Kellogg Company,2022-02-08 20:46:03+00:00,"b""Check out this in-depth and  wide-ranging discussion with Kellogg Company's Director of Sustainability Km Sundy on\xe2\x80\xa6 https://t.co/OlAlvF1XOq"""
1489299648720388102,Kellogg Company,2022-02-03 18:08:00+00:00,b'We\xe2\x80\x99re honored to be on @FortuneMagazine\xe2\x80\x99s 2022 World\xe2\x80\x99s #MostAdmiredCos list. \n\n https://t.co/elVvpwYxUv'
1489248636819021832,Kellogg Company,2022-02-03 14:45:18+00:00,"b'""We\xe2\x80\x99ve got this wonderful resource that we need to take care of.\xe2\x80\x9d Kellogg &amp; @IWR_MSU are helping #Michigan farmers\xe2\x80\xa6 https://t.co/Da5L5EYA1D'"
1488887938863800321,Kellogg Company,2022-02-02 14:52:01+00:00,"b""For many kids, a snow day is all about fun - playing in the snow, or maybe playing video games. It's different for\xe2\x80\xa6 https://t.co/Av0GIgSgYM"""
1488524125295554561,Kellogg Company,2022-02-01 14:46:21+00:00,"b""The latest Social K company blog provides an employee's view on Kellogg's commitment to #MentalHealth and\xe2\x80\xa6 https://t.co/0UNZMRefnG"""
1488244979432628229,Kellogg Company,2022-01-31 20:17:08+00:00,"b'Thank you, @hmchispanic, for this honor as we work to create #BetterDays and a seat at the table for everyone. https://t.co/VIacyYZ3HH'"
1486744284804046852,Kellogg Company,2022-01-27 16:53:54+00:00,"b'12 years in a row! We\xe2\x80\x99re proud to earn 100% on @HRC\xe2\x80\x99s Corporate Equality Index, earning the designation as a \xe2\x80\x9cBest\xe2\x80\xa6 https://t.co/SL429BApVx'"
1486351958109736966,Kellogg Company,2022-01-26 14:54:56+00:00,"b'1 in 2 Guatemalan kids suffers malnutrition. By providing \xf0\x9f\xa5\xa3, fruit, + \xf0\x9f\xa5\x9b breakfast, nutrition, gardening + physical\xe2\x80\xa6 https://t.co/YJohNrTqX7'"
1485981309130444807,Kellogg Company,2022-01-25 14:22:06+00:00,b'Food insecurity among LGBTQ+ adults is &gt;2 times the national rate. We are proud to partner w/ @Centerlink to help p\xe2\x80\xa6 https://t.co/hprzrJ4SJQ'
1485778699014320128,Kellogg Company,2022-01-25 00:57:00+00:00,"b'Globally, 1 in 9 people face hunger. Watch a virtual discussion on demand, as we chat with experts who share\xe2\x80\xaftheir\xe2\x80\xa6 https://t.co/0fgliyYr1v'"
1485717242935488514,Kellogg Company,2022-01-24 20:52:48+00:00,b'One child in hunger is one too many.\xe2\x80\xafThat\xe2\x80\x99s why we partner w/ @NoKidHungry to\xe2\x80\xafhelp end childhood hunger.\xe2\x80\xaf\xe2\x80\xa6 https://t.co/NbQZd4mify'
1485633272939958274,Kellogg Company,2022-01-24 15:19:08+00:00,"b'@KelloggCompany Chairman and CEO, Steve Cahillane recently shared his top five themes for driving an ESG Strategy o\xe2\x80\xa6 https://t.co/Lfx89Bv2Gl'"
1484610597916487684,Kellogg Company,2022-01-21 19:35:23+00:00,b'We are pretty excited about this @cheezit news! https://t.co/ufjNeOjz0c'
1484292502823870464,Kellogg Company,2022-01-20 22:31:24+00:00,b'Rice has been grown in Arkansas for over 100 years. Ensuring efficient water use is critical to grow rice for the n\xe2\x80\xa6 https://t.co/ch1KE1Z71A'
1484264859701329922,Kellogg Company,2022-01-20 20:41:33+00:00,"b'Kellogg is passionate about creating #betterdays for people + the planet. Since 2015, we\xe2\x80\x99ve supported more than 440\xe2\x80\xa6 https://t.co/5jUxe5eAoW'"
1483802794582810625,Kellogg Company,2022-01-19 14:05:28+00:00,"b'From installing bat boxes to integrating cover crops to improving fish habitats, Kellogg is committed to helping fa\xe2\x80\xa6 https://t.co/5cCgMzGXi8'"
1482200871232749572,Kellogg Company,2022-01-15 04:00:00+00:00,"b""Kellogg Company's Chief Global Growth Officer, Monica McGurk, spoke on an expert panel at #CES2022 about eliminatin\xe2\x80\xa6 https://t.co/ao4Pq9kgDr"""
1482064982103805960,Kellogg Company,2022-01-14 19:00:01+00:00,b'Ensuring a seat at the table for all is a passion of ours. Aided by the generosity of our Lancaster employees and r\xe2\x80\xa6 https://t.co/KPR4W70MmK'
1481732878534905858,Kellogg Company,2022-01-13 21:00:22+00:00,b'We believe in creating better days for our communities. Aided by the generosity of our Memphis employees and retire\xe2\x80\xa6 https://t.co/gw355A9FOK'
1481298547333083140,Kellogg Company,2022-01-12 16:14:29+00:00,"b'Together, we can make a difference. Aided by the generosity of our Omaha employees and retirees during our 2021\xe2\x80\xa6 https://t.co/hudWZM0Ts3'"
1481025378923786244,Kellogg Company,2022-01-11 22:09:01+00:00,b'We believe in helping our neighbors in need. Aided by the generosity of our Battle Creek employees and retirees dur\xe2\x80\xa6 https://t.co/O7VsUW2jDX'
1480577776818216962,Kellogg Company,2022-01-10 16:30:24+00:00,"b'Kellogg raised nearly $3.7 million for @UnitedWay during our 2021 #BetterDays campaign, helping to fight hunger + f\xe2\x80\xa6 https://t.co/BSUV3KbmXh'"
1479493126905606151,Kellogg Company,2022-01-07 16:40:23+00:00,b'Ending food waste + helping end hunger!\xe2\x80\xafThe\xe2\x80\xafBread and Butter\xe2\x80\xafThing in the U.K. collects excess food\xe2\x80\xafand \xe2\x80\x9csells\xe2\x80\x9d it\xe2\x80\xa6 https://t.co/ZV7vEfTZ3y'
1479189530104188930,Kellogg Company,2022-01-06 20:34:00+00:00,"b'Meet Judy \xe2\x80\x93 the creator of the Kellogg volunteer power hour! Already, more than 5,000 people in our communities hav\xe2\x80\xa6 https://t.co/dhGW03BWYE'"
1479089620927270917,Kellogg Company,2022-01-06 13:57:00+00:00,"b'Kellogg celebrates #WorldFoodDay every year to create awareness + ambassadors for food security. This year, we volu\xe2\x80\xa6 https://t.co/7XCEuhw6SA'"
1478826144505991178,Kellogg Company,2022-01-05 20:30:02+00:00,"b'From championing inclusion, to helping farmers establish climate positive practices, to volunteering at local food\xe2\x80\xa6 https://t.co/wM1zb67Z3G'"
1478818778242760712,Kellogg Company,2022-01-05 20:00:46+00:00,"b'Innovating foods made from plants, creating sustainable packaging + feeding children in need \xe2\x80\x93 all ways Kellogg cre\xe2\x80\xa6 https://t.co/4bCiVii1YP'"
1461073472281620480,Kellogg Company,2021-11-17 20:47:15+00:00,b'\xc3\x80 NOS CLIENTS DU CANADA : Probl\xc3\xa8me de code QR du calendrier des F\xc3\xaates num\xc3\xa9rique? Cliquez sur ce lien pour profiter\xe2\x80\xa6 https://t.co/OR7tjh5eXd'
1461073378505367557,Kellogg Company,2021-11-17 20:46:53+00:00,b'TO OUR CANADIAN CONSUMERS: Having trouble with your Digital Holiday Calendar QR Code? Click this link to enjoy the\xe2\x80\xa6 https://t.co/xKF4PbtJOF'
1443959294668455937,Kellogg Company,2021-10-01 15:21:37+00:00,b'RT @raleys: Give back when you snack! We\xe2\x80\x99re partnering with @KelloggCompany and @SacRepublicFC to relieve hunger. When you buy select items\xe2\x80\xa6'
1443673947216678912,Kellogg Company,2021-09-30 20:27:45+00:00,b'Join us as we convene experts to explore the latest research into #education and #foodsecurity #BetterDays . Regist\xe2\x80\xa6 https://t.co/6ilT58gpBb'
1443575042911051782,Kellogg Company,2021-09-30 13:54:45+00:00,"b""Kellogg's head of R&amp;D on how our #TestAndLearn culture spurs innovation #employee https://t.co/SZkRsKb1Rq https://t.co/wmKi9j4tQB"""
1443299805267103750,Kellogg Company,2021-09-29 19:41:03+00:00,b'A staggering 1/3 of all food produced is lost or wasted. Kellogg is helping to reduce that number by donating unsel\xe2\x80\xa6 https://t.co/gvIsb49bev'
1443293882696060929,Kellogg Company,2021-09-29 19:17:31+00:00,"b'RT @foodbanking: Food loss &amp; waste is costly for producers, takes up space in landfills, and emits harmful greenhouse gases.\n\nIn our blog o\xe2\x80\xa6'"
1443062986738966528,Kellogg Company,2021-09-29 04:00:01+00:00,b'A staggering 1/3 of all food produced is lost or wasted. \n\nKellogg is helping to reduce that number by donating uns\xe2\x80\xa6 https://t.co/KQIFays0iu'
1442866699485675530,Kellogg Company,2021-09-28 15:00:02+00:00,"b'Today, our very own Kate Schaffner shared how our #BetterDays platform helps advance sustainable agriculture during\xe2\x80\xa6 https://t.co/me1KZdX27O'"
1442583579993718785,Kellogg Company,2021-09-27 20:15:02+00:00,"b'We want all children to be fed + fulfilled, which is why we partnered w/ C&amp;S Wholesale Grocers and the independent\xe2\x80\xa6 https://t.co/KSKz43NBXJ'"
1442560695384432647,Kellogg Company,2021-09-27 18:44:05+00:00,b'Cheers to #15YearsOfGFN. It has been an inspiring journey to work with @foodbanking and its member food banks as th\xe2\x80\xa6 https://t.co/IFf3dDVns6'
1441103129378910220,Kellogg Company,2021-09-23 18:12:15+00:00,b'RT @KelloggsCareers: Have you seen the limited-edition \xe2\x80\x9cD\xc3\xada de Muertos\xe2\x80\x9d Pop-Tarts yet? Hear about how this crazy good idea came to life fro\xe2\x80\xa6'
1440856979262476288,Kellogg Company,2021-09-23 01:54:08+00:00,"b""It's so extra. #employee https://t.co/RaN9VoPGLW"""
1440785136761462784,Kellogg Company,2021-09-22 21:08:39+00:00,"b'Kellogg, Albertsons Join Forces To Feed Children In Need #BetterDays #employee https://t.co/Ywc5yO5xEF'"
1440647064593973255,Kellogg Company,2021-09-22 12:00:00+00:00,"b""In the US, 1 in 9 people don\xe2\x80\x99t know where their next meal is coming from.  \n\nThrough our #BetterDays platform, we'r\xe2\x80\xa6 https://t.co/mKOrsNtYre"""
1440301004692410368,Kellogg Company,2021-09-21 13:04:53+00:00,"b""2.37 billion people didn't have access to safe, nutritious food in 2020.\n\nThrough our Better Days platform, we're w\xe2\x80\xa6 https://t.co/GDB52mhf6t"""
1440247938807001090,Kellogg Company,2021-09-21 09:34:01+00:00,"b""2.37 billion people didn't have access to safe, nutritious food in 2020.\n\nThrough our Better Days platform, we're w\xe2\x80\xa6 https://t.co/l5RvV1v72C"""
1438671732513116163,Kellogg Company,2021-09-17 01:10:44+00:00,"b'RT @toendhunger: In the fight against #hunger, #schoolmeals are a critical investment in the next generation. Check out our recent webinar\xe2\x80\xa6'"
1438605434030600203,Kellogg Company,2021-09-16 20:47:18+00:00,"b'Proud to join @AlbertsonsCos to fight childhood hunger. Kellogg will commit $120,000 to @nokidhungry and\xe2\x80\xa6 https://t.co/pFR1XtAKp5'"
1438584502574452746,Kellogg Company,2021-09-16 19:24:07+00:00,b'Land a Gr-r-reat internship with Kellogg\xe2\x80\x99s #internship recruiting virtual event #employee https://t.co/ilgnrdfhQs'
1438535106591961090,Kellogg Company,2021-09-16 16:07:50+00:00,"b'RT @MidwestRowCrop: What can member companies do together to advance regenerative agriculture? Here\xe2\x80\x99s what Oliver Morton, Chief Customer Of\xe2\x80\xa6'"
1438164431322636294,Kellogg Company,2021-09-15 15:34:54+00:00,b'\xe2\x80\x9cThe truck drivers we work with are the best in the business. They are critical to our supply chain running success\xe2\x80\xa6 https://t.co/lJL1EGOLt4'
1438156903238995970,Kellogg Company,2021-09-15 15:05:00+00:00,"b'RT @NoKidHungryCA: We are thrilled to see our Associate Director, Daisy Munguia-Pinon bringing attention to how the work of feeding kids is\xe2\x80\xa6'"
1437763072656039937,Kellogg Company,2021-09-14 13:00:03+00:00,b'Today\xe2\x80\x99s the day! Tune in at 10 am EST for a virtual panel discussion w/ @WorldFoodProgramme where we\xe2\x80\x99ll chat about\xe2\x80\xa6 https://t.co/5kxZHdu5cc'
1437753356987031557,Kellogg Company,2021-09-14 12:21:27+00:00,b'RT @Lead_eu_net: #ValueforMen:Interviews to explore the journey toward #genderequality &amp; #parity at the #workplace &amp; develop #male represen\xe2\x80\xa6'
1437411979002531846,Kellogg Company,2021-09-13 13:44:56+00:00,b'Truck drivers \xe2\x80\x93 Thank you for helping Kellogg feed America! #NTDAW21 #ThankATrucker https://t.co/NFfnHT86Tp'
1437053394309484544,Kellogg Company,2021-09-12 14:00:03+00:00,b'Have you registered yet for the virtual panel discussion w/ @WorldFoodProgramme on Sept 14 at 10 am EST? We\xe2\x80\x99ll chat\xe2\x80\xa6 https://t.co/1FZ8vgsW0b'
1436448554973868034,Kellogg Company,2021-09-10 21:56:38+00:00,b'It\xe2\x80\x99s essential that we all do our part to ensure that every kid gets the healthy meals they need. Learn how you can\xe2\x80\xa6 https://t.co/9B3gvP0CH6'
1436362591572480003,Kellogg Company,2021-09-10 16:15:02+00:00,"b'RT @WFPUSA_CEO: Around the \xf0\x9f\x8c\x8d, school meals are fueling our next generation.\n\nPlease join me &amp; my colleagues from @WFP &amp; @WFPUSA as well as\xe2\x80\xa6'"
1436313521776701472,Kellogg Company,2021-09-10 13:00:03+00:00,b'How much do you know about the impact school breakfast programs can have on children?  Attend our virtual panel dis\xe2\x80\xa6 https://t.co/KnomGbZ6th'
1436040888560521220,Kellogg Company,2021-09-09 18:56:42+00:00,b'#BetterDays in the SF Bay. Our thanks to @49ersCommunity and @FeedingAmerica for your partnership. https://t.co/j7W6BMiaFW'
1436040566073171972,Kellogg Company,2021-09-09 18:55:25+00:00,b'RT @49ersCommunity: The @49ers and @incogmeato are partnering to donate a maximum of 1 million plant-based Chik\xe2\x80\x99n Tenders to @FeedingAmeric\xe2\x80\xa6'
1436010788297269248,Kellogg Company,2021-09-09 16:57:06+00:00,b'Some companies like to do good. We like to do... https://t.co/V1TsZSUxvf'
1435977038880550919,Kellogg Company,2021-09-09 14:42:59+00:00,b'You\xe2\x80\x99re invited!  Join us + @WorldFoodProgramme on Sept. 14 at 10 am EST for a 1-hour discussion on \xe2\x80\x9cInvesting in th\xe2\x80\xa6 https://t.co/meee01JPgN'
1435733540470239233,Kellogg Company,2021-09-08 22:35:25+00:00,b'So proud to support this amazing work. #BetterDays \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x8c\x8d\xf0\x9f\xa5\xa3\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbd https://t.co/90NYKy2s3K'
1435689182949748742,Kellogg Company,2021-09-08 19:39:09+00:00,"b'More kids are living with hunger today, but you can help them get the food they need. Help us #RebuildWith\xe2\x80\xa6 https://t.co/PkIUkQlX9R'"
1435681406756265985,Kellogg Company,2021-09-08 19:08:15+00:00,"b'Today, 1 in 6 kids could face hunger because of the coronavirus. #Rebuildwith #BetterDays https://t.co/901SEXEL7G'"
1435680787718971394,Kellogg Company,2021-09-08 19:05:48+00:00,b'We can help rebuild a better future for kids. @NoKidHungry worked with artist @stevemartinezart in LA to create a m\xe2\x80\xa6 https://t.co/IJSdCwGsOB'
1435675638816550912,Kellogg Company,2021-09-08 18:45:20+00:00,b'As the coronavirus crisis continues we have to rethink how we feed children and reinvest in American families. Find\xe2\x80\xa6 https://t.co/0eFUcgqHml'
1435666259908218881,Kellogg Company,2021-09-08 18:08:04+00:00,b'Kellogg Company leaders spoke at today\xe2\x80\x99s @BarclaysIB Global Consumer Staples Conference to share why the company is\xe2\x80\xa6 https://t.co/qzOK4hydTJ'
1435652050042466312,Kellogg Company,2021-09-08 17:11:36+00:00,b'$K @BarclaysIB #BarcConsumer https://t.co/nwPqLEWf2w'
1435651715596947460,Kellogg Company,2021-09-08 17:10:16+00:00,b'$K @BarclaysIB #BarcConsumer https://t.co/efCJveTirM'
1435649839140855810,Kellogg Company,2021-09-08 17:02:49+00:00,b'$K @BarclaysIB #BarcConsumer https://t.co/BUBPyNf6FB'
1435648755794075651,Kellogg Company,2021-09-08 16:58:31+00:00,b'$K @BarclaysIB #BarcConsumer https://t.co/xtCNeIylyI'
1435647031901630475,Kellogg Company,2021-09-08 16:51:40+00:00,b'$K @BarclaysIB #BarcConsumer https://t.co/5hsFvHpd2l'
1435646161327640577,Kellogg Company,2021-09-08 16:48:12+00:00,b'$K @BarclaysIB # BarcConsumer https://t.co/ioKmUVnEH1'
1435645738227224580,Kellogg Company,2021-09-08 16:46:31+00:00,b'@BarclaysIB #BarcConsumer $k https://t.co/G8XhPxqMVt'
